-0.12612,0.092701,-0.026199,0.20976,-0.019592,0.082494,0.15494,-0.030499,0.057773,-0.010369,-0.0011155,0.16099,0.027951,0.068352,0.083584,-0.094323,-0.17312,0.12047,0.0736,-0.059899,-0.069918,-0.067912,-0.1412,0.0092338,0.083363,-0.074865,0.048521,0.12914,0.25337,-0.23343,-0.052814,0.067957,-0.10365,-0.19956,-0.057148,0.042924,0.126,0.011888,-0.046711,-0.19304,-0.068266,0.18732,-0.086101,-0.15319,0.031524,0.00039812,0.069368,-0.099403,-0.16504,-0.21655,0.068404,-0.19285,0.22052,0.21457,-0.046684,-0.14939,0.02566,-0.0074617,-0.14052,0.076147,0.09744,-0.013138,-0.11561,-0.015246,-0.046491,-0.17811,0.24414,0.022933,0.1819,0.050649,0.089899,-0.034667,0.12784,-0.090606,0.13044,-0.01667,0.21468,-0.11336,0.053736,0.010754,0.12452,-0.24565,0.073776,0.13124,-0.017945,0.12268,-0.067273,0.18557,0.14861,0.1874,-0.088084,-0.085924,-0.063794,-0.028447,0.12027,0.026721,0.018628,-0.12132,-0.11219,-0.1692
-0.19912,0.016609,-0.22116,0.077348,0.055859,0.052594,-0.045444,-0.062064,-0.095024,0.26058,-0.1738,0.032012,-0.13816,-0.081101,0.11821,-0.021848,-0.031749,-0.22857,0.036338,-0.080616,0.28377,0.064617,-0.099956,-0.15979,-0.0040235,0.11253,-0.039638,0.11641,0.31771,-0.12352,-0.035326,0.23159,-0.074278,0.0046202,-0.036569,-0.023177,0.098942,0.11142,-0.22547,-0.0028028,-0.16226,0.08257,0.075214,-0.22958,0.07035,-0.13383,0.09414,0.047585,-0.10322,-0.090555,0.066591,0.0024591,0.16207,-0.13281,0.10628,-0.21548,0.096349,-0.0607,0.013332,0.2636,-0.05449,-0.11583,-0.17741,0.065182,0.085463,0.020652,0.057697,-0.16753,0.22984,0.0032443,-0.016321,0.054128,-0.061597,-0.082571,-0.033333,-0.13198,0.13304,0.047488,0.13726,-0.14614,0.11041,-0.26146,0.01209,0.023742,0.18651,0.14036,-0.17407,0.26192,0.077183,0.22748,-0.12293,0.043291,0.040148,0.053616,0.0799,0.27983,0.057029,-0.16441,-0.13252,-0.059322
-0.20598,0.046851,-0.1252,-0.12977,-0.25219,0.27005,0.12975,0.13811,-0.0047607,0.16421,0.084558,0.027219,-0.072721,0.080954,0.098088,0.044522,0.050505,0.0062105,-0.069419,-0.036711,-0.16477,-0.13214,-0.25754,-0.01784,-9.6309e-05,0.055484,-0.078398,-0.097407,0.046765,-0.26058,0.08385,0.07299,0.029942,-0.071637,-0.059446,-0.17409,0.0024822,-0.072724,-0.12316,-0.048475,-0.2136,0.082424,-0.044577,0.1117,-0.09746,0.00045282,-0.075644,-0.11732,0.10145,-0.12915,0.0020346,-0.15936,0.16507,-0.093926,0.07686,-0.10451,0.18282,-0.16316,-0.10218,-0.022896,-0.096272,0.033247,0.21985,0.015369,0.035406,-0.0016523,0.21669,-0.061969,-9.5245e-05,-0.057503,-0.057688,0.094821,0.074816,-0.10938,-0.14848,-0.012636,-0.13805,-0.025217,-0.03036,-0.16081,-0.081743,-0.023072,-0.216,0.056659,0.061181,-0.0099419,-0.082096,0.23604,0.060208,-0.17814,-0.14667,-0.056199,0.013009,-0.24624,-0.018682,-0.033361,-0.071111,-0.037059,0.095713,0.049574
-0.09348,-0.013146,-0.012781,0.2131,-0.014747,0.18981,-0.071523,0.08471,0.042117,-0.17037,-0.10546,0.15279,-0.21752,0.02349,-0.18241,-0.12263,-0.047277,0.022449,-0.10066,0.00066263,-0.0075055,0.0087255,-0.11025,-0.20176,0.21525,0.039341,0.093798,-0.077401,0.014025,-0.037034,-0.03053,0.101,-0.046396,-0.03845,0.017778,0.0026731,0.18816,0.052147,-0.16712,-0.13515,-0.13648,0.22967,-0.21286,-0.16316,0.15676,0.082658,-0.080002,-0.040755,-0.26989,-0.06889,0.10175,-0.21897,0.06199,0.1926,-0.20491,-0.07375,0.0065651,-0.01145,-0.093519,0.20252,-0.14927,0.088101,-0.043277,0.091445,-0.020992,-0.076858,0.12829,-0.18805,0.1306,-0.019745,0.007245,0.059782,-0.085991,-0.17408,-0.025695,-0.13707,0.14639,-0.0043325,0.22704,0.079664,0.025305,-0.11788,0.022746,-0.066527,-0.089309,0.14338,-0.021182,0.20894,-0.040969,0.085491,0.027352,-0.050798,-0.15902,-0.019347,-0.1567,0.16644,0.060275,-0.032948,-0.18819,-0.18318
-0.18591,0.16979,0.0067621,0.097622,-0.038442,-0.0049218,0.12815,0.035583,0.12918,-0.11642,-0.014023,0.15804,0.011508,-0.09349,-0.11032,0.012272,-0.065264,-0.0061873,0.10285,-0.11162,-0.041073,0.056801,0.1065,-0.085013,0.11441,0.014108,0.018934,-0.083882,0.14622,-0.086502,-0.051177,0.11671,0.052511,0.12225,-0.12696,-0.041088,0.16077,0.06292,-0.034704,-0.15922,-0.23681,0.051317,-0.00070671,-0.15787,0.055203,0.1758,0.095382,0.19902,-0.25697,-0.069826,0.1467,-0.21302,0.19744,0.15216,-0.12805,-0.10561,-0.14073,-0.16842,-0.063258,0.27857,-0.059542,0.16839,0.066164,0.16774,0.049836,-0.11339,0.17045,0.032602,0.10766,-0.045688,-0.019429,0.028011,0.04875,-0.17523,0.044936,-0.111,0.16555,0.014025,0.1096,-0.026843,0.024192,-0.23127,-0.06224,-0.27956,-0.10695,0.066086,-0.013369,0.078575,0.12693,0.074057,-0.14311,0.019475,0.049081,-0.090489,0.061718,0.094508,0.02215,-0.15407,-0.099576,-0.0017154
0.00057581,-0.017793,-0.077384,-0.049237,-0.0073285,0.28086,-0.01053,0.072835,0.10139,0.10788,0.097145,0.041295,0.048009,0.019362,-0.074092,-0.0068557,0.01635,0.022977,-0.18134,0.15152,-0.22076,-0.24578,0.11227,-0.051415,0.093078,0.16241,0.091201,-0.15361,-0.037045,-0.24528,0.050282,0.031125,-0.049291,-0.0036973,0.086929,-0.078194,-0.027066,0.015348,-0.10671,-0.052466,-0.19813,0.096522,-0.067421,0.05903,-0.023195,-0.032253,-0.093231,-0.25577,-0.02928,-0.18351,-0.038237,-0.12298,0.19624,0.072904,-0.18775,0.1724,0.032701,-0.010802,-0.064877,-0.19135,-0.1649,-0.093855,0.14491,-0.039013,0.043541,-0.05789,0.11391,-0.024439,-0.08505,0.10591,0.066523,0.21531,0.060032,-0.10644,-0.012042,0.083293,-0.30831,-0.17124,-0.0020971,-0.031658,-0.1838,0.17688,-0.15111,-0.041085,-0.18509,0.22267,-0.093186,0.24424,0.11718,0.13327,-0.087668,-0.0066975,0.01506,-0.056031,-0.16033,-0.11171,-0.14507,-0.017016,0.037739,-0.048682
0.17874,0.004528,-0.26124,-0.045783,0.089633,0.25517,-0.093632,0.092467,0.21681,-0.037486,-0.1596,0.030611,-0.1777,0.091641,0.16277,-0.0025162,-0.00083145,-0.1252,-0.32103,-0.073844,0.071223,-0.0060744,-0.099099,-0.1197,-0.056494,0.26803,0.21222,-0.18085,0.20936,-0.059692,-0.043341,0.21703,-0.11332,0.13659,-0.18013,0.075406,-0.1034,0.23134,0.22669,0.10502,-0.086292,0.064707,0.044487,0.03552,0.11809,0.16089,0.22767,0.1506,-0.35434,-0.27729,0.0029269,0.10195,-0.020206,-0.10057,0.090871,-0.10145,0.18103,-0.11156,-0.22283,-0.070567,-0.18997,-0.088753,-0.11558,0.11539,0.14756,-0.015819,-0.11362,-0.24286,-0.082286,-0.0041754,-0.13956,0.16074,0.31966,0.031737,0.086173,-0.31465,0.069772,0.1188,0.1241,-0.42429,0.44875,-0.064747,0.31763,-0.012528,-0.14637,0.25714,-0.13607,0.24782,0.33392,0.078378,0.015141,-0.19256,0.12585,-0.16894,-0.0027501,0.042145,0.12374,0.26744,-0.20697,0.017976
-0.0023183,0.061072,-0.17872,0.0083244,0.15685,0.12693,-0.16623,0.041038,0.18017,0.13742,-0.089771,-0.039695,-0.09802,0.15825,0.073318,-0.1088,0.11249,-0.049876,-0.18065,-0.0011398,-0.1248,-0.26444,-0.16612,-0.073758,0.06221,-0.026175,0.012182,-0.15554,0.074105,-0.12561,0.13235,0.011981,0.038342,-0.0087232,0.10059,-0.016222,0.13757,-0.042186,-0.11313,-0.019398,-0.07849,0.063875,-0.04437,-0.06795,-0.035726,0.15843,0.024304,0.081085,-0.013913,-0.30708,0.10505,-0.035558,0.16646,0.17582,-0.13394,-0.20325,0.031768,-0.059048,-0.098593,-0.090128,-0.081083,-0.17223,-0.046352,0.14773,7.9214e-05,0.045485,-0.098,-0.078271,-0.0088733,0.11183,-0.015148,0.25948,0.028429,0.020216,-0.12865,0.15546,-0.24459,-0.10617,-0.084611,-0.083154,-0.094062,-0.15622,-0.10932,-0.036113,0.022785,0.06513,-0.17579,0.24246,-0.087151,0.11406,-0.11917,-0.079516,0.08579,-0.12403,0.020066,0.036664,-0.024706,0.048562,0.051649,0.044623
0.070333,0.12829,0.12918,0.05342,-0.0076507,0.18304,0.037712,0.24102,0.1662,0.060657,0.038634,-0.00050361,-0.14349,0.04396,0.063788,-0.083057,0.025171,0.038609,0.090603,0.20724,-0.05798,-0.21485,-0.14515,-0.29543,0.014895,-0.046884,0.041187,-0.078417,-0.099942,-0.12518,0.011682,-0.077364,-0.04795,0.12621,-0.0016393,-0.083366,0.084375,-0.098543,0.0093183,-0.078123,-0.22934,0.086151,-0.14859,-0.044555,-0.015215,0.20182,-0.017542,-0.03861,0.091075,-0.1617,0.078214,-0.2104,0.12598,0.11639,-0.034594,0.071907,0.091509,-0.055715,-0.024035,-0.050928,-0.0044059,-0.057244,0.089663,0.10274,0.073777,-0.014156,-0.030336,-0.15494,0.012791,0.30041,0.052928,0.15565,-0.16966,-0.13949,-0.17782,0.077293,-0.34853,-0.10647,-0.039673,0.0069617,0.10118,-0.017738,-0.14323,0.047151,-0.037237,0.08569,-0.069501,0.20784,0.20282,0.15459,0.054475,-0.052602,-0.0047022,-0.20028,-0.039518,-0.080944,-0.050326,0.0010234,-0.059543,0.11832
-0.10304,0.00038161,-0.12854,0.059514,0.069093,-0.058801,0.012322,-0.040372,0.14541,-0.0092074,-0.026282,0.3101,-0.10647,-0.14169,-0.20014,0.09029,-0.27942,0.0022819,0.1975,-0.16748,-0.021478,-0.093075,0.13376,0.14659,0.09722,-0.0014159,0.070876,-0.074118,-0.018738,-0.2014,0.026996,0.34927,0.021762,-0.031117,-0.0036475,-0.16295,0.17039,0.02678,0.016131,-0.046993,0.050017,0.0038935,-0.17675,-0.037995,-0.0069524,0.092601,0.018675,-0.039862,-0.18698,-0.097964,0.20901,-0.20003,0.29154,0.06193,-0.19852,-0.17016,0.063077,-0.002599,0.16325,0.19304,-0.17509,-0.1148,-0.1278,0.18009,0.0075853,0.028325,-0.011905,-0.19868,0.074028,0.17332,0.061356,0.055012,0.08753,-0.12396,-0.096304,0.0096811,0.079434,0.056657,0.024915,0.09768,0.026977,-0.031716,-0.024403,-0.36945,-0.064843,0.22856,-0.027805,0.15131,0.11711,0.18511,-0.047429,-0.25244,0.029263,-0.11689,0.04418,0.098872,-0.072823,-0.058211,-0.080376,-0.22696
